GPA_year1,GPA_year2,age,chooseUTM,compsurv,control,credits_earned1,credits_earned2,dad1,dad2,dad_edn,english,female,finish4,goodstanding_year1,goodstanding_year2,gpa0,graddeg,grade_20059_fall,hcom,hsgroup,lastmin,lm_never,lm_rarely,mathsci,mom1,mom2,mom_edn,mtongue,noshow,numcourses_nov1,prob_year1,prob_year2,sex,sfp,sfp_p,sfpany,sfpany_p,sfsp,sfsp_p,signup,ssp,ssp_p,totcredits_year1,used_adv,used_fsg,used_ssp,work1
1.08,2.07,18,0,1,1,2.5,3.5,1,0,graduate,1,1,1,0,1,82.3,0,67,1,3,often,0,0,4,1,0,graduate,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.1,1.77,19,0,1,0,1.5,1,1,1,complete,0,0,1,0,0,84.7,1,55.5,0,3,usually,0,0,1.5,1,1,complete,Other,0,5,0,1,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2.26,0.79,18,0,1,0,3,2,1,1,complete,0,1,1,1,1,81.8,1,78,1,3,usually,0,0,0,1,1,complete,Other,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.05,2.79,18,0,1,0,2.5,2,1,1,complete,1,1,1,0,1,84.5,1,71.5,1,3,occasion,0,0,1,1,0,graduate,English,0,6,1,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.89,2.38,18,0,1,0,4,3,1,1,complete,0,1,1,1,1,83.8,0,65.33334,1,3,often,0,0,2,0,0,did not,Other,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
1.38,2.28,18,0,1,0,3,4,0,0,did not,1,0,1,0,1,87.3,1,65.5,1,3,rarely,0,1,3,1,0,attended,English,0,4,1,0,M,0,0,1,1,1,1,1,0,0,4,1,1,1,0
3.42,2,18,0,1,1,3,3.5,1,0,complete,0,1,1,1,1,83.7,1,78,0,3,often,0,0,0,1,0,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.06,1.71,18,0,1,0,3,3,1,0,graduate,0,0,1,1,1,81,1,60,1,3,often,0,0,3,1,0,graduate,Other,0,5,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,0
1.2,2.6,18,0,1,0,3,3,0,0,don t kn,1,0,1,0,1,83.5,0,68,1,3,occasion,0,0,1.5,0,0,don t kn,English,0,4,1,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
2.28,2.66,18,0,1,1,2.5,3,1,0,complete,0,0,0,1,1,71.8,0,68,1,1,occasion,0,0,0,1,0,graduate,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3.23,3.73,18,0,1,1,2.5,2,1,1,complete,1,0,0,1,1,75.3,0,76,1,1,occasion,0,0,2,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
,1.5,19,1,1,0,,,1,0,graduate,0,0,0,0,0,75,0,,1,1,often,0,0,0,1,0,graduate,Other,0,5,,,M,1,0,1,0,0,0,0,0,0,3,0,0,0,0
2.43,2.08,19,0,1,1,2,2,1,1,complete,0,1,1,0,1,84,1,64,1,3,never,1,0,0,1,1,complete,Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.13,3.37,18,0,1,1,3,5,1,1,complete,0,1,1,1,1,83.7,1,57,1,3,occasion,0,0,5,1,1,complete,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.51,1.71,18,0,1,1,3,2.5,0,0,did not,1,1,1,1,1,83.5,1,66.5,0,3,occasion,0,0,0,0,0,did not,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1,1.74,18,1,1,0,2,4,1,1,complete,0,1,1,0,0,83.3,0,63,1,3,rarely,0,1,2,1,0,graduate,Other,0,5,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
3.61,3.81,18,0,1,0,3,3.5,1,0,attende,0,1,1,1,1,86.7,1,68,1,3,never,1,0,4,1,0,complete,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,5,1,0,1,0
1.16,0.81,18,0,1,1,1.5,3.5,1,0,complete,1,1,0,0,0,77.2,0,51,1,2,usually,0,0,1,1,0,complete,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
1.46,1.91,18,0,1,1,3,3.5,1,0,attended,1,1,1,0,1,81.3,1,61,0,3,occasion,0,0,3,1,0,complete,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.35,2.18,18,0,1,1,2,2,1,0,complete,1,0,1,0,1,72.5,1,,1,1,rarely,0,1,0,1,1,complete,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.5,1.77,18,1,1,0,1,1,1,1,complete,1,1,1,0,0,76,1,46,1,1,often,0,0,2,1,1,complete,English,0,4,0,1,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.82,2.26,18,1,1,1,3,5,1,1,complete,1,0,1,1,1,87.2,1,74,1,3,rarely,0,1,4.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.71,3.34,18,0,1,1,3,3.5,1,0,complete,1,1,1,1,1,78,0,70,0,2,occasion,0,0,0,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.42,3.58,18,0,1,1,3,3.75,0,0,don t kn,1,1,1,1,1,87.3,0,85,1,3,never,1,0,0,0,0,don t kn,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
3.42,3.54,18,1,1,1,4,4.5,1,0,complete,1,1,1,1,1,78.8,0,76.33334,1,2,never,1,0,3,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.64,2.69,18,0,1,1,3,3,1,1,complete,0,0,1,1,1,75.5,1,68,1,1,often,0,0,1,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.58,1.86,18,0,1,1,3,3.5,1,1,complete,1,0,1,1,1,73.7,1,60.5,1,1,occasion,0,0,0.5,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.96,1.93,18,0,1,1,2.5,3.5,0,0,did not,0,0,1,1,1,80.5,0,80.5,1,2,often,0,0,2.5,0,0,did not,Other,0,6,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.54,0.14,18,0,1,0,1,0.5,1,1,complete,0,1,1,0,0,71.8,1,,1,1,rarely,0,1,1,1,1,complete,Other,0,5,1,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.83,2.41,18,0,1,0,1.5,2.5,1,0,graduate,0,0,0,0,1,76,1,70,0,1,occasion,0,0,1,1,0,graduate,Other,0,4,0,0,M,0,0,1,0,1,0,0,0,0,3,0,0,0,0
2.56,2.4,18,1,1,0,3.5,2.5,1,1,complete,1,1,1,1,1,79.7,0,76.5,1,2,rarely,0,1,1,1,0,attended,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.68,1.97,17,1,1,1,3,2,1,1,complete,0,0,1,1,1,78.8,1,66,1,2,usually,0,0,1.5,1,0,attende,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.95,2.59,18,0,1,0,4,4,0,0,don t kn,1,1,1,1,1,77.8,0,66,0,2,usually,0,0,1,1,0,attended,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
,1.76,17,1,1,1,,,1,1,complete,1,1,1,0,1,73.7,0,,1,1,often,0,0,0,1,1,complete,English,0,6,,,F,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.34,1.87,18,0,1,1,2.5,2.5,1,1,complete,1,0,0,0,1,76.2,1,60,1,1,occasion,0,0,2,1,1,complete,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.93,2.25,18,0,1,1,2,4,1,1,complete,1,1,1,1,1,85.7,1,,1,3,occasion,0,0,0,0,0,don t kn,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.55,1.01,18,1,1,1,2,3.5,0,0,don t kn,1,0,0,1,0,79.7,0,67,1,2,often,0,0,0,0,0,don t kn,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.53,2.68,22,0,1,1,2,2,0,0,did not,0,1,0,0,1,81.5,1,51,0,3,occasion,0,0,2.5,0,0,did not,Other,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.67,0.74,20,0,1,1,0.5,1,1,0,graduate,0,0,1,0,0,78.2,0,44,1,2,often,0,0,1,1,0,graduate,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,1.5,0,0,0,0
1.54,3.26,18,0,1,1,2.5,3.5,1,0,complete,1,1,1,1,1,83.7,1,54,1,3,often,0,0,2,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.39,1.33,20,0,1,1,2,2.5,1,1,complete,0,1,1,0,1,74.8,0,70,1,1,occasion,0,0,1,1,1,complete,Other,0,3,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.48,1.43,18,0,1,1,2.5,3.5,0,0,did not,0,1,0,0,1,78.8,0,59,1,2,rarely,0,1,3,1,1,complete,French,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.47,3.18,18,0,1,1,2.5,2,1,1,complete,1,1,1,0,1,85.2,0,73,1,3,often,0,0,1,1,0,graduate,English,0,5,1,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.04,,18,0,1,1,2.5,0,1,1,complete,1,0,1,0,0,74,1,54.25,0,1,occasion,0,0,0.5,0,0,don t kn,English,0,5,1,1,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
0.68,,17,0,1,0,1.5,0,1,0,complete,0,1,1,0,0,73.7,1,,1,1,rarely,0,1,3,1,0,graduate,Other,0,4,1,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,0
1.33,2.34,18,0,1,0,2.5,3.5,0,0,don t kn,0,1,0,0,1,83.8,0,54,1,3,often,0,0,3,0,0,don t kn,Other,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
2.51,2.93,18,0,1,1,3,2.75,1,0,attende,0,1,1,1,1,80.8,0,69,1,3,often,0,0,1,1,1,complete,Other,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
1.94,2.97,18,0,1,0,3,4.5,1,0,attende,1,1,0,1,1,86.8,0,62,1,3,usually,0,0,3,1,0,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.16,3.42,19,0,1,0,2.5,3,0,0,did not,1,0,1,1,1,82.7,1,,1,3,occasion,0,0,0,0,0,did not,English,0,4,0,0,M,0,0,1,1,1,1,1,0,0,4.5,0,0,0,0
1.35,1,19,1,1,0,1.5,1.5,1,0,complete,1,1,1,0,0,84.5,1,46,0,3,often,0,0,1.5,1,1,complete,English,0,4,1,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
3.16,2.96,18,0,1,0,3.5,3,1,0,complete,1,1,1,1,1,84,0,79.66666,0,3,rarely,0,1,0,1,0,graduate,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.84,2.7,18,1,1,0,3.5,3,1,1,complete,0,1,1,1,1,79,1,70,1,2,never,1,0,1,0,0,did not,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4.5,0,0,0,0
2.93,3.1,19,1,1,1,3,3.5,1,0,complete,1,0,1,1,1,82.8,0,80,0,3,usually,0,0,1.5,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.67,2.5,18,0,1,1,3.5,3.5,1,1,complete,1,1,1,1,1,75.7,0,67.66666,0,1,occasion,0,0,0,1,1,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
0.68,,18,0,1,0,1.5,0,1,1,complete,0,1,1,0,0,73,1,63,1,1,occasion,0,0,0,1,1,complete,Other,0,4,1,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.39,2.4,19,0,1,1,2.5,3,1,1,complete,1,1,1,0,1,74.8,1,53.5,1,1,never,1,0,1.5,1,1,complete,English,0,6,1,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.26,0.94,17,0,1,0,2.5,3,0,0,don t kn,1,0,1,1,1,80.6,0,,0,2,occasion,0,0,3,0,0,don t kn,English,0,5,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,0
0.64,,18,0,1,0,1.5,0,1,1,complete,1,0,0,0,0,76.3,1,73,0,2,occasion,0,0,1,1,0,graduate,English,0,5,1,1,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.88,2.33,18,1,1,0,3,2.5,1,1,complete,0,0,1,1,1,74,0,68.5,1,1,rarely,0,1,1,1,1,complete,Other,0,4,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
1.91,1.5,18,1,1,0,3,1.5,1,0,complete,1,1,1,1,1,79.7,1,65,1,2,occasion,0,0,0,1,0,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
2.48,2.44,18,1,1,1,2.5,4,1,0,complete,1,1,1,1,1,77,1,80,0,2,occasion,0,0,1,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
0.44,,19,0,1,1,1,0,1,1,complete,1,1,1,0,0,72.8,1,61,1,1,never,1,0,0,0,0,did not,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.06,1.67,18,1,1,0,3,3,1,0,graduate,0,1,1,1,1,80.2,1,60.5,1,2,rarely,0,1,2,0,0,did not,Other,0,4,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,0
0.23,0.4,19,0,1,0,0.5,1,1,0,graduate,0,1,0,0,0,75.2,1,49,1,1,occasion,0,0,1.5,0,0,did not,Other,0,4,0,1,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
,,19,0,1,0,,,1,1,complete,0,0,1,0,0,82.6,1,,0,3,rarely,0,1,0,1,1,complete,Other,1,0,,,M,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1.16,1.66,19,1,1,1,2,2,0,0,don t kn,1,0,1,0,0,80.2,0,71,1,2,never,1,0,1,0,0,don t kn,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.68,2.42,18,0,1,1,3,4.5,1,0,attended,1,1,1,1,1,81.3,0,70,0,3,usually,0,0,0.5,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.35,2.32,18,1,1,1,2,4,0,0,did not,1,1,1,1,1,79.8,1,,1,2,rarely,0,1,0,1,0,complete,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.98,2.86,18,0,1,1,3,3.5,1,1,complete,1,0,1,1,1,81,0,68,1,3,rarely,0,1,3.5,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0,0.14,20,0,1,0,0,0.5,1,1,complete,0,0,1,0,0,71.7,1,,0,1,occasion,0,0,1.5,1,1,complete,Other,0,4,0,1,M,1,1,1,1,0,0,1,0,0,3.5,0,0,0,0
2.21,1.68,18,0,1,0,2.5,4,1,0,complete,1,0,1,1,1,78.2,1,66,1,2,often,0,0,2,1,0,graduate,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
,2.46,18,1,1,0,0.5,3,1,0,graduate,1,0,1,0,1,73,0,54,1,1,usually,0,0,0,1,0,graduate,English,0,2,0,0,M,1,1,1,1,0,0,1,0,0,2,0,0,0,0
0.9,1.8,19,0,1,1,1,2,1,1,complete,1,0,1,0,0,84.8,1,,1,3,occasion,0,0,2.5,1,1,complete,English,0,3,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.71,,18,0,1,0,2,0.5,1,0,complete,1,1,1,0,1,83.3,0,64,1,3,often,0,0,1,1,0,complete,English,0,5,0,0,F,0,0,1,1,1,1,1,0,0,4,0,0,0,0
0.5,1.13,18,0,1,0,0.5,1,1,0,graduate,1,0,1,0,0,77.3,1,65,1,2,rarely,0,1,1.5,1,0,complete,English,0,2,0,0,M,0,0,1,1,1,1,1,0,0,2,0,0,0,0
0.41,,18,0,1,0,1,0,1,1,complete,0,1,1,0,0,85.3,1,50,1,3,occasion,0,0,3,1,1,complete,Other,0,5,1,1,F,0,0,0,0,0,0,1,1,1,4,1,0,1,0
0.94,0.9,18,0,1,1,2,1,0,0,did not,0,1,1,0,0,75.7,1,66,1,1,occasion,0,0,0,1,0,graduate,Other,0,5,1,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.47,2.5,18,0,1,0,2,2.5,1,1,complete,1,1,1,0,1,83.8,0,69,1,3,rarely,0,1,0,1,0,attended,English,0,6,0,0,F,0,0,1,1,1,1,1,0,0,3.5,1,0,1,0
3.45,3.06,18,0,1,1,2.5,3,1,1,complete,1,1,1,0,1,80,1,84.5,1,2,occasion,0,0,0,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0.64,,22,0,1,0,1,0,1,0,attended,1,0,1,0,0,82,1,60,1,3,rarely,0,1,3,1,1,complete,English,0,4,1,1,M,1,1,1,1,0,0,1,0,0,4,0,0,0,0
0.85,1.53,18,1,1,1,2.5,2.5,1,0,graduate,1,0,1,0,0,72.2,1,73,1,1,often,0,0,1,1,0,graduate,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.48,3.07,18,0,1,1,3,5,1,0,attended,1,0,1,1,1,85.7,1,75,1,3,occasion,0,0,3,1,0,graduate,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
3.21,2.66,18,0,1,0,3.5,4,1,1,complete,1,0,1,1,1,82.5,0,82.5,0,3,often,0,0,2,1,0,complete,English,0,6,0,0,M,1,1,1,1,0,0,1,0,0,5,0,0,0,0
3.17,3.68,18,1,1,1,2,3,1,0,graduate,1,1,1,0,1,84.2,1,64,1,3,never,1,0,1,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,,20,0,1,1,0,0,1,0,graduate,1,1,1,0,0,79.3,0,,1,2,occasion,0,0,0,1,0,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2,0,0,0,0
,1.93,18,0,1,1,2,3,1,1,complete,1,0,1,0,1,80,1,67.25,1,2,never,1,0,0.5,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
2.34,2.8,18,1,1,1,4,5,0,0,don t kn,1,0,1,1,1,83.2,1,70,1,3,rarely,0,1,3,1,0,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.85,2.01,19,0,1,1,2,2,1,1,complete,1,1,1,0,1,79,1,80,1,2,usually,0,0,1,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.81,3.2,18,1,1,0,2,3.5,1,1,complete,1,0,1,1,1,83.3,0,59,1,3,occasion,0,0,4,1,1,complete,English,0,4,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.54,2.12,18,0,1,1,3,4.5,1,1,complete,1,1,1,1,1,76.3,1,69,1,2,often,0,0,0.5,1,1,complete,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.11,1.8,18,0,1,1,2.5,3,1,0,attended,1,1,1,0,0,81.3,1,56.5,1,3,usually,0,0,3,1,1,complete,English,0,5,1,1,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.85,3.31,18,0,1,0,2.5,2.5,1,0,complete,0,0,0,0,1,77.5,1,73,1,2,never,1,0,1.5,1,0,attende,Other,0,4,0,0,M,0,0,0,0,0,0,0,1,0,4,0,0,0,0
1.92,2.35,20,0,1,0,3,2,1,0,complete,1,1,1,1,1,82.2,1,64.5,0,3,rarely,0,1,3,1,0,complete,English,0,6,0,0,F,1,0,1,0,0,0,0,0,0,5,0,0,0,0
2.93,2.54,18,0,1,1,2,2.5,1,0,complete,1,1,0,1,1,84,0,,0,3,occasion,0,0,1,1,1,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.88,2.28,18,0,1,0,3.5,2.5,1,1,complete,1,1,1,1,1,81.3,1,71.66666,0,3,often,0,0,1,1,0,complete,English,0,6,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
2.06,1.96,18,0,1,1,3,4.5,1,1,complete,1,0,0,1,1,75.8,0,61,1,1,occasion,0,0,3,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.25,1,18,1,1,1,2.5,3,1,0,graduate,1,0,0,0,0,77,1,60.66667,1,2,occasion,0,0,0,1,1,complete,English,0,6,0,1,M,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2.59,2.36,19,1,1,0,3,4.5,1,0,attended,1,1,1,1,1,81.3,0,83,0,3,occasion,0,0,1,1,1,complete,English,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.14,2.1,19,1,1,0,2.5,3.5,1,1,complete,0,0,1,1,1,75.5,0,80,0,1,rarely,0,1,1,0,0,don t kn,Other,0,5,0,0,M,1,0,1,0,0,0,0,0,0,4,0,0,0,0
0.67,0.4,18,0,1,1,1.5,0.5,1,1,complete,0,0,1,0,0,77.8,1,67,1,2,often,0,0,1.5,1,1,complete,Other,0,3,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
2.05,2.93,18,0,1,1,2.5,3,1,1,complete,1,0,1,1,1,86.2,1,74,1,3,often,0,0,1,1,1,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
1.86,2,19,0,1,1,3,1.5,1,0,attended,0,0,1,1,1,74.2,0,59.5,0,1,rarely,0,1,1,1,1,complete,Other,0,4,0,0,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
3.28,3.49,18,1,1,0,3.5,3.5,1,0,attended,1,0,1,1,1,81.8,0,77.5,1,3,rarely,0,1,1,1,1,complete,English,0,5,0,0,M,0,0,0,0,0,0,1,1,1,5,1,0,1,0
2.02,2.2,18,0,1,1,3.5,1.5,1,1,complete,1,1,1,1,1,77.7,1,74,1,2,occasion,0,0,1,1,0,graduate,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,4.5,0,0,0,0
0.63,,19,0,1,1,1,0,1,0,graduate,1,1,1,0,0,76.7,0,55,0,2,often,0,0,3.5,1,0,graduate,English,0,4,0,1,F,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
3.86,4,18,0,1,0,3.5,2.5,0,0,don t kn,1,0,1,1,1,86.3,1,77.5,1,3,never,1,0,1,0,0,don t kn,English,0,6,0,0,M,0,0,0,0,0,0,0,1,0,5,0,0,0,0
2.28,1.39,18,0,1,1,2.5,2,1,0,graduate,1,1,0,0,1,81,0,58.33333,1,3,occasion,0,0,2,1,0,graduate,English,0,6,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
1.73,2.61,18,0,1,1,2,3,1,1,complete,1,0,1,0,1,76,1,68,1,1,rarely,0,1,1,1,0,complete,English,0,6,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.09,2.38,18,0,1,0,3.5,4,1,1,complete,1,0,1,1,1,73.7,0,66,0,1,never,1,0,3,1,0,graduate,English,0,5,0,0,M,1,1,1,1,0,0,1,0,0,4.5,0,0,0,0
1.9,,18,0,1,0,1,0,1,1,complete,1,0,0,0,0,86.3,1,67,1,3,rarely,0,1,0,1,0,complete,English,0,2,0,1,M,0,0,1,0,1,0,0,0,0,1.5,0,0,0,0
1.73,,18,0,1,1,3,0,1,1,complete,1,0,1,1,0,82.8,1,65,0,3,often,0,0,3,1,0,attende,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.4,2.94,18,0,1,0,4,2.5,1,0,graduate,1,1,1,1,1,83.8,1,78.66666,1,3,occasion,0,0,1.5,1,0,complete,English,0,5,0,0,F,0,0,0,0,0,0,1,1,1,5,0,0,0,0
1.94,,18,1,1,1,1,0,0,0,don t kn,1,1,1,0,0,77,0,24,1,2,occasion,0,0,0,1,1,complete,English,0,6,0,1,F,0,0,0,0,0,0,0,0,0,2.5,0,0,0,0
,,18,0,1,1,,,1,1,complete,0,0,0,,,79.8,1,,1,2,occasion,0,0,0,0,0,don t kn,Other,1,0,,,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.6,,18,0,1,1,2,0,1,0,complete,1,1,0,0,0,79.8,1,57,0,2,never,1,0,1,1,0,complete,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,3,0,0,0,0
0,0,18,0,1,0,0,0,1,1,complete,1,0,1,0,0,78,1,37,1,2,rarely,0,1,3.5,0,0,did not,English,0,5,1,0,M,0,0,1,1,1,1,1,0,0,4.5,0,0,0,0
0.78,1.43,18,0,1,1,2,1,0,0,don t kn,1,0,1,0,0,77.3,0,59.5,1,2,rarely,0,1,3,1,0,attende,English,0,5,1,0,M,0,0,0,0,0,0,0,0,0,5,0,0,0,0
2.25,2.68,18,0,1,0,2.5,3.5,1,0,attende,1,1,1,1,1,75.7,1,68,0,1,rarely,0,1,0,1,0,complete,English,0,4,0,0,F,1,1,1,1,0,0,1,0,0,4,0,0,0,0
0.37,,19,0,1,0,0.5,0,1,0,attende,1,1,1,0,0,79.8,1,,0,2,occasion,0,0,0,1,0,graduate,English,0,3,0,1,F,0,0,0,0,0,0,1,1,1,4,0,0,0,0
1.48,2.56,18,0,1,1,2,3,1,1,complete,1,0,1,0,1,77.8,1,78,1,2,occasion,0,0,0,1,0,graduate,English,0,3,0,0,M,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0
2.91,3.17,18,0,1,0,3,5,1,0,complete,0,1,1,1,1,85.5,1,70,1,3,occasion,0,0,3,1,0,complete,Other,0,5,0,0,F,0,0,1,1,1,1,1,0,0,5,0,1,1,0
1.52,2.06,18,0,1,0,3,3,1,1,complete,0,1,1,1,1,85,1,60,1,3,never,1,0,4,1,0,graduate,French,0,5,0,0,F,1,1,1,1,0,0,1,0,0,5,0,0,0,0
2.41,1.16,18,1,1,0,3,2,1,1,complete,1,1,1,1,1,83.5,1,73,1,3,often,0,0,1,1,1,complete,English,0,3,0,0,F,0,0,0,0,0,0,0,1,0,4,0,0,0,0
2.7,2.69,18,0,1,1,4,4,0,0,did not,1,1,1,1,1,84.3,1,68.33334,1,3,occasion,0,0,1,0,0,did not,English,0,5,0,0,F,0,0,0,0,0,0,0,0,0,5,0,0,0,0
0.93,0.14,18,0,1,0,1.5,0.5,1,1,complete,0,1,1,0,0,71.8,1,67,1,1,rarely,0,1,0,1,1,complete,Other,0,4,0,1,F,0,0,0,0,0,0,1,1,1,3,1,1,1,0
3.08,2.8,18,1,1,1,2,3.5,1,1,complete,1,1,1,1,1,81.8,1,,1,3,rarely,0,1,1,1,0,graduate,English,0,4,0,0,F,0,0,0,0,0,0,0,0,0,4,0,0,0,0
1.34,0.6,18,0,1,1,3,1,1,0,graduate,1,0,1,0,0,76.8,0,61.5,1,2,occasion,0,0,0,1,0,graduate,English,0,5,0,1,M,0,0,0,0,0,0,0,0,0,4,0,0,0,0
